"MEASURE","Measure","REGIONTYPE","Geography Level","ASGS_2016","Region","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","211021261","Donvale - Park Orchards","A","Annual","2016","2016",16779,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","211021262","Warrandyte - Wonga Park","A","Annual","2016","2016",10647,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","21103","Maroondah","A","Annual","2016","2016",114524,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","211031263","Bayswater North","A","Annual","2016","2016",12239,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","211031265","Croydon Hills - Warranwood","A","Annual","2016","2016",18763,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","211031266","Ringwood","A","Annual","2016","2016",17916,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","211031267","Ringwood East","A","Annual","2016","2016",21142,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","211031268","Ringwood North","A","Annual","2016","2016",9956,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","211031450","Croydon - East","A","Annual","2016","2016",15779,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","211031451","Croydon - West","A","Annual","2016","2016",13837,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","211031452","Croydon South","A","Annual","2016","2016",4892,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","21104","Whitehorse - East","A","Annual","2016","2016",63597,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","211041269","Forest Hill","A","Annual","2016","2016",11101,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","211041270","Mitcham (Vic.)","A","Annual","2016","2016",16867,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","211041271","Nunawading","A","Annual","2016","2016",12464,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","211041272","Vermont","A","Annual","2016","2016",10932,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","211041273","Vermont South","A","Annual","2016","2016",12233,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","21105","Yarra Ranges","A","Annual","2016","2016",154495,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","211051274","Belgrave - Selby","A","Annual","2016","2016",10452,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","211051275","Chirnside Park","A","Annual","2016","2016",10276,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","211051276","Healesville - Yarra Glen","A","Annual","2016","2016",14172,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","211051277","Kilsyth","A","Annual","2016","2016",9498,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","211051278","Lilydale - Coldstream","A","Annual","2016","2016",19420,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","211051279","Monbulk - Silvan","A","Annual","2016","2016",5864,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","211051280","Montrose","A","Annual","2016","2016",7094,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","211051281","Mooroolbark","A","Annual","2016","2016",22960,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","211051282","Mount Dandenong - Olinda","A","Annual","2016","2016",10204,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","211051283","Mount Evelyn","A","Annual","2016","2016",10048,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","211051284","Upwey - Tecoma","A","Annual","2016","2016",9950,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","211051285","Wandin - Seville","A","Annual","2016","2016",7917,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","211051286","Yarra Valley","A","Annual","2016","2016",16640,,
"ERP","Estimated Resident Population","SA4","Statistical Area Level 4","212","Melbourne - South East","A","Annual","2016","2016",793612,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","21201","Cardinia","A","Annual","2016","2016",97790,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","212011287","Beaconsfield - Officer","A","Annual","2016","2016",13622,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","212011288","Bunyip - Garfield","A","Annual","2016","2016",8896,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","212011289","Emerald - Cockatoo","A","Annual","2016","2016",18686,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","212011290","Koo Wee Rup","A","Annual","2016","2016",7760,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","212011291","Pakenham - North","A","Annual","2016","2016",19341,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","212011292","Pakenham - South","A","Annual","2016","2016",29485,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","21202","Casey - North","A","Annual","2016","2016",137519,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","212021293","Berwick - North","A","Annual","2016","2016",23870,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","212021294","Berwick - South","A","Annual","2016","2016",26930,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","212021295","Doveton","A","Annual","2016","2016",11916,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","212021297","Hallam","A","Annual","2016","2016",11383,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","212021299","Narre Warren North","A","Annual","2016","2016",8082,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","212021453","Endeavour Hills - North","A","Annual","2016","2016",12525,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","212021454","Endeavour Hills - South","A","Annual","2016","2016",14061,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","212021455","Narre Warren - North East","A","Annual","2016","2016",14091,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","212021456","Narre Warren - South West","A","Annual","2016","2016",14661,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","21203","Casey - South","A","Annual","2016","2016",176002,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","212031300","Cranbourne","A","Annual","2016","2016",20859,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","212031301","Cranbourne East","A","Annual","2016","2016",26826,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","212031302","Cranbourne North","A","Annual","2016","2016",20916,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","212031303","Cranbourne South","A","Annual","2016","2016",9176,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","212031304","Cranbourne West","A","Annual","2016","2016",15746,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","212031305","Hampton Park - Lynbrook","A","Annual","2016","2016",26871,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","212031306","Lynbrook - Lyndhurst","A","Annual","2016","2016",16166,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","212031308","Pearcedale - Tooradin","A","Annual","2016","2016",8038,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","212031457","Narre Warren South (East)","A","Annual","2016","2016",13756,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","212031458","Narre Warren South (West)","A","Annual","2016","2016",17648,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","21204","Dandenong","A","Annual","2016","2016",197453,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","212041309","Clarinda - Oakleigh South","A","Annual","2016","2016",12281,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","212041310","Clayton South","A","Annual","2016","2016",13443,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","212041311","Dandenong","A","Annual","2016","2016",32801,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","212041312","Dandenong North","A","Annual","2016","2016",23728,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","212041313","Dingley Village","A","Annual","2016","2016",10777,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","212041314","Keysborough","A","Annual","2016","2016",27377,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","212041316","Noble Park North","A","Annual","2016","2016",7912,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","212041317","Springvale","A","Annual","2016","2016",22953,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","212041318","Springvale South","A","Annual","2016","2016",13285,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","212041459","Noble Park - East","A","Annual","2016","2016",13184,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","212041460","Noble Park - West","A","Annual","2016","2016",19712,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","21205","Monash","A","Annual","2016","2016",184848,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","212051319","Ashwood - Chadstone","A","Annual","2016","2016",19310,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","212051320","Clayton","A","Annual","2016","2016",23855,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","212051321","Glen Waverley - East","A","Annual","2016","2016",22027,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","212051322","Glen Waverley - West","A","Annual","2016","2016",20245,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","212051323","Mount Waverley - North","A","Annual","2016","2016",16175,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","212051324","Mount Waverley - South","A","Annual","2016","2016",19256,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","212051325","Mulgrave","A","Annual","2016","2016",20526,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","212051326","Oakleigh - Huntingdale","A","Annual","2016","2016",22537,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","212051327","Wheelers Hill","A","Annual","2016","2016",20917,,
"ERP","Estimated Resident Population","SA4","Statistical Area Level 4","213","Melbourne - West","A","Annual","2016","2016",765986,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","21301","Brimbank","A","Annual","2016","2016",196858,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","213011328","Ardeer - Albion","A","Annual","2016","2016",8151,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","213011329","Cairnlea","A","Annual","2016","2016",10325,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","213011330","Deer Park - Derrimut","A","Annual","2016","2016",27772,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","213011331","Delahey","A","Annual","2016","2016",8738,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","213011332","Keilor Downs","A","Annual","2016","2016",14024,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","213011333","Kings Park (Vic.)","A","Annual","2016","2016",14769,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","213011334","St Albans - North","A","Annual","2016","2016",21270,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","213011335","St Albans - South","A","Annual","2016","2016",18352,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","213011336","Sunshine","A","Annual","2016","2016",10256,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","213011337","Sunshine North","A","Annual","2016","2016",12331,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","213011338","Sunshine West","A","Annual","2016","2016",19657,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","213011339","Sydenham","A","Annual","2016","2016",12682,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","213011340","Taylors Lakes","A","Annual","2016","2016",18531,,
